dataset,model,attack_score,metric,point,ci_lower,ci_upper,ci_width,confidence,n_bootstrap,n_members,n_nonmembers
covertype,random_forest,confidence,TPR@0.1%FPR,0.0031477461512902,0.0030911586240375,0.0032241452411848,0.0001329866171473,0.95,50,290506,290506
covertype,random_forest,confidence,membership_advantage@0.1%FPR,0.0021477461512902,0.002091213888224,0.00221802361108,0.0001268097228559,0.95,50,290506,290506
covertype,random_forest,neg_entropy,AUC,0.6996280525584669,0.6982822587987969,0.7011181769529937,0.0028359181541968,0.95,50,290506,290506
covertype,random_forest,neg_entropy,TPR@1%FPR,0.0314774615129028,0.0306820080277717,0.0320286344123426,0.0013466263845708,0.95,50,290506,290506
covertype,random_forest,neg_entropy,membership_advantage@1%FPR,0.0214774615129028,0.0207941005705689,0.022209901620849,0.00141580105028,0.95,50,290506,290506
covertype,random_forest,neg_entropy,TPR@0.1%FPR,0.0031477461512902,0.0030911586240375,0.0032241452411848,0.0001329866171473,0.95,50,290506,290506
covertype,random_forest,neg_entropy,membership_advantage@0.1%FPR,0.0021477461512902,0.002091213888224,0.00221802361108,0.0001268097228559,0.95,50,290506,290506
covertype,random_forest,modified_entropy,AUC,0.6983001502488431,0.6970128492563125,0.6998353057153249,0.0028224564590124,0.95,50,290506,290506
covertype,random_forest,modified_entropy,TPR@1%FPR,0.0314774615129028,0.0306820080277717,0.0320286344123426,0.0013466263845708,0.95,50,290506,290506
covertype,random_forest,modified_entropy,membership_advantage@1%FPR,0.0214774615129028,0.0207941005705689,0.022209901620849,0.00141580105028,0.95,50,290506,290506
covertype,random_forest,modified_entropy,TPR@0.1%FPR,0.0031477461512902,0.0030911586240375,0.0032241452411848,0.0001329866171473,0.95,50,290506,290506
covertype,random_forest,modified_entropy,membership_advantage@0.1%FPR,0.0021477461512902,0.002091213888224,0.00221802361108,0.0001268097228559,0.95,50,290506,290506
covertype,hist_gradient_boosting,neg_loss,AUC,0.5067811146286483,0.5053196126983109,0.5083147656515724,0.0029951529532614,0.95,50,290506,290506
covertype,hist_gradient_boosting,neg_loss,TPR@1%FPR,0.0103924187452238,0.009898848905014,0.0109876388095254,0.0010887899045114,0.95,50,290506,290506
covertype,hist_gradient_boosting,neg_loss,membership_advantage@1%FPR,0.0003924187452238,-5.235692206012931e-05,0.00074779866853,0.0008001555905902,0.95,50,290506,290506
covertype,hist_gradient_boosting,neg_loss,TPR@0.1%FPR,0.0009945652173913,0.0008936599134987,0.0011020790650561,0.0002084191515574,0.95,50,290506,290506
covertype,hist_gradient_boosting,neg_loss,membership_advantage@0.1%FPR,-5.434782608695638e-06,-9.366956827894326e-05,0.0001166891843645,0.0002103587526434,0.95,50,290506,290506
covertype,hist_gradient_boosting,confidence,AUC,0.5020829815251336,0.5004625081145933,0.5036735847581775,0.0032110766435842,0.95,50,290506,290506
covertype,hist_gradient_boosting,confidence,TPR@1%FPR,0.009314781794524,0.0088172877668619,0.0098364577667931,0.0010191699999311,0.95,50,290506,290506
covertype,hist_gradient_boosting,confidence,membership_advantage@1%FPR,-0.0006852182054759,-0.0012309040088672,-0.0004210240063888,0.0008098800024784,0.95,50,290506,290506
covertype,hist_gradient_boosting,confidence,TPR@0.1%FPR,0.0008446069469835,0.0008000046804105,0.0009420742686367,0.0001420695882262,0.95,50,290506,290506
covertype,hist_gradient_boosting,confidence,membership_advantage@0.1%FPR,-0.0001553930530164,-0.0002232026513498,-6.823326369334172e-05,0.0001549693876565,0.95,50,290506,290506
covertype,hist_gradient_boosting,neg_entropy,AUC,0.5025612490885318,0.500774940881686,0.504125502822733,0.0033505619410471,0.95,50,290506,290506
covertype,hist_gradient_boosting,neg_entropy,TPR@1%FPR,0.0093733003793381,0.0089391045279615,0.0098728597688171,0.0009337552408556,0.95,50,290506,290506
covertype,hist_gradient_boosting,neg_entropy,membership_advantage@1%FPR,-0.0006266996206618,-0.0012469966196911,-0.0003583746979408,0.0008886219217503,0.95,50,290506,290506
covertype,hist_gradient_boosting,neg_entropy,TPR@0.1%FPR,0.0008304668304668,0.0007666062752954,0.00092899061669,0.0001623843413946,0.95,50,290506,290506
covertype,hist_gradient_boosting,neg_entropy,membership_advantage@0.1%FPR,-0.0001695331695331,-0.0002321270550185,-8.39950218895636e-05,0.0001481320331289,0.95,50,290506,290506
covertype,hist_gradient_boosting,modified_entropy,AUC,0.5068155603841812,0.5053583270378277,0.5083443931189644,0.0029860660811367,0.95,50,290506,290506
covertype,hist_gradient_boosting,modified_entropy,TPR@1%FPR,0.0103061554666685,0.009807198474386,0.0107488193014946,0.0009416208271085,0.95,50,290506,290506
covertype,hist_gradient_boosting,modified_entropy,membership_advantage@1%FPR,0.0003061554666685,-0.0001271402311828,0.0005876470709727,0.0007147873021555,0.95,50,290506,290506
covertype,hist_gradient_boosting,modified_entropy,TPR@0.1%FPR,0.0009968701095461,0.0009025088189043,0.0011306451950735,0.0002281363761692,0.95,50,290506,290506
covertype,hist_gradient_boosting,modified_entropy,membership_advantage@0.1%FPR,-3.1298904538340847e-06,-9.156250657822415e-05,0.0001300528078275,0.0002216153144057,0.95,50,290506,290506
covertype,extra_trees,neg_loss,AUC,0.9768765533242,0.9765747953570668,0.977138897303326,0.0005641019462592,0.95,50,290506,290506
covertype,extra_trees,neg_loss,TPR@1%FPR,0.2162307406029028,0.2120400734055626,0.2192386445190765,0.0071985711135138,0.95,50,290506,290506
covertype,extra_trees,neg_loss,membership_advantage@1%FPR,0.2062307406029028,0.2046391660336907,0.2091680386741274,0.0045288726404366,0.95,50,290506,290506
covertype,extra_trees,neg_loss,TPR@0.1%FPR,0.0216230740602902,0.02136304856413,0.0218516364628529,0.0004885878987229,0.95,50,290506,290506
covertype,extra_trees,neg_loss,membership_advantage@0.1%FPR,0.0206230740602902,0.0202300010643814,0.0210019049707597,0.0007719039063783,0.95,50,290506,290506
covertype,extra_trees,confidence,AUC,0.9768765533242,0.9765747953570666,0.977138897303326,0.0005641019462593,0.95,50,290506,290506
covertype,extra_trees,confidence,TPR@1%FPR,0.2162307406029028,0.2120400734055626,0.2192386445190765,0.0071985711135138,0.95,50,290506,290506
covertype,extra_trees,confidence,membership_advantage@1%FPR,0.2062307406029028,0.2046391660336907,0.2091680386741274,0.0045288726404366,0.95,50,290506,290506
covertype,extra_trees,confidence,TPR@0.1%FPR,0.0216230740602902,0.02136304856413,0.0218516364628529,0.0004885878987229,0.95,50,290506,290506
covertype,extra_trees,confidence,membership_advantage@0.1%FPR,0.0206230740602902,0.0202300010643814,0.0210019049707597,0.0007719039063783,0.95,50,290506,290506
covertype,extra_trees,neg_entropy,AUC,0.9768765533242,0.9765747953570668,0.977138897303326,0.0005641019462592,0.95,50,290506,290506
covertype,extra_trees,neg_entropy,TPR@1%FPR,0.2162307406029028,0.2120400734055626,0.2192386445190765,0.0071985711135138,0.95,50,290506,290506
covertype,extra_trees,neg_entropy,membership_advantage@1%FPR,0.2062307406029028,0.2046391660336907,0.2091680386741274,0.0045288726404366,0.95,50,290506,290506
covertype,extra_trees,neg_entropy,TPR@0.1%FPR,0.0216230740602902,0.02136304856413,0.0218516364628529,0.0004885878987229,0.95,50,290506,290506
