dataset,model,attack_score,corruption_rate,repeat,metric,value,threshold,empirical_fpr,tie_fraction,n_members,n_nonmembers
credit_default,random_forest,neg_loss,0.0,31,membership_advantage@0.1%FPR,0.004069767441860465,0.0,0.001,0.3488372093023256,15000,15000
credit_default,random_forest,neg_loss,0.0,32,AUC,0.7584220711111112,,,,15000,15000
credit_default,random_forest,neg_loss,0.0,32,TPR@1%FPR,0.048731782945736435,-0.0100503358989954,0.01,0.16279069767441862,15000,15000
credit_default,random_forest,neg_loss,0.0,32,membership_advantage@1%FPR,0.03873178294573643,-0.0100503358989954,0.01,0.16279069767441862,15000,15000
credit_default,random_forest,neg_loss,0.0,32,TPR@0.1%FPR,0.005069767441860465,0.0,0.001,0.3488372093023256,15000,15000
credit_default,random_forest,neg_loss,0.0,32,membership_advantage@0.1%FPR,0.004069767441860465,0.0,0.001,0.3488372093023256,15000,15000
credit_default,random_forest,neg_loss,0.0,33,AUC,0.7584220711111112,,,,15000,15000
credit_default,random_forest,neg_loss,0.0,33,TPR@1%FPR,0.048731782945736435,-0.0100503358989954,0.01,0.16279069767441862,15000,15000
credit_default,random_forest,neg_loss,0.0,33,membership_advantage@1%FPR,0.03873178294573643,-0.0100503358989954,0.01,0.16279069767441862,15000,15000
credit_default,random_forest,neg_loss,0.0,33,TPR@0.1%FPR,0.005069767441860465,0.0,0.001,0.3488372093023256,15000,15000
credit_default,random_forest,neg_loss,0.0,33,membership_advantage@0.1%FPR,0.004069767441860465,0.0,0.001,0.3488372093023256,15000,15000
credit_default,random_forest,neg_loss,0.0,34,AUC,0.7584220711111112,,,,15000,15000
credit_default,random_forest,neg_loss,0.0,34,TPR@1%FPR,0.048731782945736435,-0.0100503358989954,0.01,0.16279069767441862,15000,15000
credit_default,random_forest,neg_loss,0.0,34,membership_advantage@1%FPR,0.03873178294573643,-0.0100503358989954,0.01,0.16279069767441862,15000,15000
credit_default,random_forest,neg_loss,0.0,34,TPR@0.1%FPR,0.005069767441860465,0.0,0.001,0.3488372093023256,15000,15000
credit_default,random_forest,neg_loss,0.0,34,membership_advantage@0.1%FPR,0.004069767441860465,0.0,0.001,0.3488372093023256,15000,15000
credit_default,random_forest,neg_loss,0.0,35,AUC,0.7584220711111112,,,,15000,15000
credit_default,random_forest,neg_loss,0.0,35,TPR@1%FPR,0.048731782945736435,-0.0100503358989954,0.01,0.16279069767441862,15000,15000
credit_default,random_forest,neg_loss,0.0,35,membership_advantage@1%FPR,0.03873178294573643,-0.0100503358989954,0.01,0.16279069767441862,15000,15000
credit_default,random_forest,neg_loss,0.0,35,TPR@0.1%FPR,0.005069767441860465,0.0,0.001,0.3488372093023256,15000,15000
credit_default,random_forest,neg_loss,0.0,35,membership_advantage@0.1%FPR,0.004069767441860465,0.0,0.001,0.3488372093023256,15000,15000
credit_default,random_forest,neg_loss,0.0,36,AUC,0.7584220711111112,,,,15000,15000
