dataset,model,attack_score,sample_size,repeat,metric,value,fp_budget
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,0,AUC,0.7194640000000001,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,0,TPR@1%FPR,0.03,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,0,membership_advantage@1%FPR,0.019999999999999997,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,0,TPR@0.1%FPR,0.003,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,0,membership_advantage@0.1%FPR,0.002,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,1,AUC,0.7695839999999998,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,1,TPR@1%FPR,0.009000000000000001,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,1,membership_advantage@1%FPR,-0.0009999999999999992,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,1,TPR@0.1%FPR,0.0005,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,1,membership_advantage@0.1%FPR,-0.0005,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,2,AUC,0.738096,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,2,TPR@1%FPR,0.032,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,2,membership_advantage@1%FPR,0.022,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,2,TPR@0.1%FPR,0.005,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,2,membership_advantage@0.1%FPR,0.004,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,3,AUC,0.75792,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,3,TPR@1%FPR,0.04,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,3,membership_advantage@1%FPR,0.03,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,3,TPR@0.1%FPR,0.004,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,3,membership_advantage@0.1%FPR,0.003,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,4,AUC,0.7208159999999999,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,4,TPR@1%FPR,0.03,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,4,membership_advantage@1%FPR,0.019999999999999997,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,4,TPR@0.1%FPR,0.0175,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,4,membership_advantage@0.1%FPR,0.0165,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,5,AUC,0.731712,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,5,TPR@1%FPR,0.015,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,5,membership_advantage@1%FPR,0.004999999999999999,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,5,TPR@0.1%FPR,0.003,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,5,membership_advantage@0.1%FPR,0.002,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,6,AUC,0.754224,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,6,TPR@1%FPR,0.016,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,6,membership_advantage@1%FPR,0.006,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,6,TPR@0.1%FPR,0.002,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,6,membership_advantage@0.1%FPR,0.001,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,7,AUC,0.731432,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,7,TPR@1%FPR,0.042666666666666665,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,7,membership_advantage@1%FPR,0.03266666666666666,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,7,TPR@0.1%FPR,0.015,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,7,membership_advantage@0.1%FPR,0.013999999999999999,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,8,AUC,0.7276559999999999,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,8,TPR@1%FPR,0.064,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,8,membership_advantage@1%FPR,0.054,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,8,TPR@0.1%FPR,0.025,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,8,membership_advantage@0.1%FPR,0.024,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,9,AUC,0.750176,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,9,TPR@1%FPR,0.016,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,9,membership_advantage@1%FPR,0.006,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,9,TPR@0.1%FPR,0.003,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,9,membership_advantage@0.1%FPR,0.002,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,10,AUC,0.767088,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,10,TPR@1%FPR,0.037000000000000005,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,10,membership_advantage@1%FPR,0.027000000000000003,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,10,TPR@0.1%FPR,0.0,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,10,membership_advantage@0.1%FPR,-0.001,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,11,AUC,0.74192,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,11,TPR@1%FPR,0.10866666666666666,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,11,membership_advantage@1%FPR,0.09866666666666667,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,11,TPR@0.1%FPR,0.052000000000000005,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,11,membership_advantage@0.1%FPR,0.051000000000000004,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,12,AUC,0.7869439999999999,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,12,TPR@1%FPR,0.06,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,12,membership_advantage@1%FPR,0.049999999999999996,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,12,TPR@0.1%FPR,0.004,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,12,membership_advantage@0.1%FPR,0.003,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,13,AUC,0.7378880000000001,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,13,TPR@1%FPR,0.048499999999999995,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,13,membership_advantage@1%FPR,0.03849999999999999,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,13,TPR@0.1%FPR,0.016,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,13,membership_advantage@0.1%FPR,0.015,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,14,AUC,0.746032,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,14,TPR@1%FPR,0.03,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,14,membership_advantage@1%FPR,0.019999999999999997,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,14,TPR@0.1%FPR,0.003,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,14,membership_advantage@0.1%FPR,0.002,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,15,AUC,0.751992,
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,15,TPR@1%FPR,0.038,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,15,membership_advantage@1%FPR,0.027999999999999997,2.5
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,15,TPR@0.1%FPR,0.011,0.25
credit_default,random_forest_neg_loss_label_corruption_0p010,neg_loss,250,15,membership_advantage@0.1%FPR,0.009999999999999998,0.25
