dataset,model,attack_score,sample_size,metric,n_repeats,mean,std,p025,median,p975,interval_width,min,max,instability_note
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,250,AUC,200,0.76058392,0.0225521141496021,0.7168102,0.7617959999999999,0.8019606,0.08515040000000007,0.699736,0.8240559999999999,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,250,TPR@0.1%FPR,200,0.015297,0.01846507929671129,0.000991666666666667,0.007,0.06858750000000002,0.06759583333333335,0.0,0.08700000000000001,severe_tail_resolution_warning: expected false positives < 1
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,250,TPR@1%FPR,200,0.059282,0.03320128263349494,0.01,0.054,0.136675,0.12667499999999998,0.002,0.166,tail_resolution_warning: expected false positives < 5
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,250,membership_advantage@0.1%FPR,200,0.014296999999999999,0.01846507929671129,-8.333333333333158e-06,0.006,0.06758750000000002,0.06759583333333335,-0.001,0.08600000000000001,severe_tail_resolution_warning: expected false positives < 1
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,250,membership_advantage@1%FPR,200,0.049282000000000006,0.03320128263349494,0.0,0.044,0.12667499999999998,0.12667499999999998,-0.008,0.156,tail_resolution_warning: expected false positives < 5
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,500,AUC,200,0.7565794199999999,0.015593247248161992,0.7248024000000001,0.756895,0.7882021499999999,0.06339974999999987,0.720202,0.7984300000000001,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,500,TPR@0.1%FPR,200,0.009128214285714286,0.008464427723965879,0.0013333333333333333,0.006,0.03153750000000001,0.030204166666666678,0.0003333333333333333,0.046,severe_tail_resolution_warning: expected false positives < 1
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,500,TPR@1%FPR,200,0.0504622380952381,0.020255409074160555,0.018975,0.048,0.09110000000000001,0.07212500000000002,0.008,0.13885714285714287,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,500,membership_advantage@0.1%FPR,200,0.008128214285714285,0.008464427723965879,0.00033333333333333327,0.005,0.03053750000000001,0.030204166666666674,-0.0006666666666666668,0.045,severe_tail_resolution_warning: expected false positives < 1
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,500,membership_advantage@1%FPR,200,0.04046223809523809,0.020255409074160555,0.008975,0.038,0.08110000000000002,0.07212500000000002,-0.002,0.12885714285714286,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,1000,AUC,200,0.7585578624999999,0.010592638134956487,0.73918085,0.7581402500000001,0.7783464375000001,0.0391655875000001,0.7322965,0.797059,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,1000,TPR@0.1%FPR,200,0.0074758809523809535,0.005307547620705543,0.002,0.0055,0.022458333333333337,0.020458333333333335,0.0008571428571428571,0.025,tail_resolution_warning: expected false positives < 5
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,1000,TPR@1%FPR,200,0.05038514214951714,0.013192508478479477,0.029417857142857145,0.048469230769230764,0.07734875000000001,0.04793089285714286,0.017750000000000002,0.08875,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,1000,membership_advantage@0.1%FPR,200,0.006475880952380953,0.005307547620705543,0.001,0.0045,0.021458333333333336,0.020458333333333335,-0.00014285714285714292,0.024,tail_resolution_warning: expected false positives < 5
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,1000,membership_advantage@1%FPR,200,0.040385142149517154,0.013192508478479477,0.019417857142857143,0.03846923076923077,0.06734875000000001,0.04793089285714287,0.007750000000000002,0.07875,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,2500,AUC,200,0.7589586416,0.006457596856870108,0.7463857399999999,0.758551,0.7710346,0.024648860000000106,0.74175152,0.7782560799999998,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,2500,TPR@0.1%FPR,200,0.005853446500721501,0.002760882793410089,0.0025,0.005055555555555556,0.01372135416666667,0.01122135416666667,0.0023636363636363633,0.0157375,tail_resolution_warning: expected false positives < 5
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,2500,TPR@1%FPR,200,0.04924391600405101,0.007228299247771868,0.03637588235294118,0.04925320512820513,0.0631315,0.02675561764705881,0.032119999999999996,0.06684444444444444,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,2500,membership_advantage@0.1%FPR,200,0.004853446500721501,0.0027608827934100895,0.0015,0.004055555555555555,0.01272135416666667,0.011221354166666671,0.0013636363636363633,0.0147375,tail_resolution_warning: expected false positives < 5
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,2500,membership_advantage@1%FPR,200,0.039243916004051,0.007228299247771867,0.026375882352941176,0.039253205128205126,0.0531315,0.026755617647058822,0.022119999999999994,0.05684444444444444,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,5000,AUC,200,0.7583469579000002,0.004034783638937126,0.7508608595,0.7587583,0.7654176575000001,0.014556798000000093,0.74845244,0.7688217399999999,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,5000,TPR@0.1%FPR,200,0.005160688409341589,0.001206307562535613,0.0033622105263157896,0.004999999999999999,0.008224166666666668,0.004861956140350878,0.002826086956521739,0.010714285714285714,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,5000,TPR@1%FPR,200,0.04847386206169761,0.0048334374162095715,0.03885837837837838,0.048369704588309234,0.05786101449275362,0.019002636114375235,0.03481052631578947,0.062294444444444444,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,5000,membership_advantage@0.1%FPR,200,0.004160688409341589,0.001206307562535613,0.0023622105263157896,0.003999999999999999,0.007224166666666668,0.004861956140350878,0.0018260869565217392,0.009714285714285713,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,5000,membership_advantage@1%FPR,200,0.03847386206169762,0.004833437416209572,0.028858378378378378,0.03836970458830924,0.047861014492753616,0.01900263611437524,0.02481052631578947,0.05229444444444444,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,10000,AUC,200,0.7586354694749999,0.0019203516599887323,0.7547111131249999,0.7585810850000001,0.762106936,0.007395822875000069,0.75313745,0.7656141250000001,
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,10000,TPR@0.1%FPR,200,0.005119443016825994,0.0006007679849953795,0.004085133928571428,0.005052564102564102,0.006421022727272728,0.0023358887987013,0.003914285714285714,0.006681818181818181,
