dataset,model,attack_score,sample_size,repeat,metric,value,fp_budget
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,0,AUC,0.7200719999999999,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,0,TPR@1%FPR,0.049,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,0,membership_advantage@1%FPR,0.039,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,0,TPR@0.1%FPR,0.004,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,0,membership_advantage@0.1%FPR,0.003,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,1,AUC,0.7484639999999999,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,1,TPR@1%FPR,0.034,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,1,membership_advantage@1%FPR,0.024,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,1,TPR@0.1%FPR,0.004,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,1,membership_advantage@0.1%FPR,0.003,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,2,AUC,0.744352,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,2,TPR@1%FPR,0.09,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,2,membership_advantage@1%FPR,0.08,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,2,TPR@0.1%FPR,0.045,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,2,membership_advantage@0.1%FPR,0.044,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,3,AUC,0.724392,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,3,TPR@1%FPR,0.022,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,3,membership_advantage@1%FPR,0.011999999999999999,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,3,TPR@0.1%FPR,0.002,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,3,membership_advantage@0.1%FPR,0.001,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,4,AUC,0.76112,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,4,TPR@1%FPR,0.058499999999999996,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,4,membership_advantage@1%FPR,0.048499999999999995,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,4,TPR@0.1%FPR,0.03825,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,4,membership_advantage@0.1%FPR,0.03725,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,5,AUC,0.759688,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,5,TPR@1%FPR,0.062,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,5,membership_advantage@1%FPR,0.052,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,5,TPR@0.1%FPR,0.002,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,5,membership_advantage@0.1%FPR,0.001,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,6,AUC,0.708112,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,6,TPR@1%FPR,0.028666666666666667,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,6,membership_advantage@1%FPR,0.018666666666666665,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,6,TPR@0.1%FPR,0.013666666666666667,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,6,membership_advantage@0.1%FPR,0.012666666666666666,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,7,AUC,0.7479279999999999,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,7,TPR@1%FPR,0.0285,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,7,membership_advantage@1%FPR,0.018500000000000003,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,7,TPR@0.1%FPR,0.0135,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,7,membership_advantage@0.1%FPR,0.0125,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,8,AUC,0.769736,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,8,TPR@1%FPR,0.0325,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,8,membership_advantage@1%FPR,0.0225,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,8,TPR@0.1%FPR,0.02125,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,8,membership_advantage@0.1%FPR,0.02025,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,9,AUC,0.760824,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,9,TPR@1%FPR,0.098,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,9,membership_advantage@1%FPR,0.08800000000000001,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,9,TPR@0.1%FPR,0.028,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,9,membership_advantage@0.1%FPR,0.027,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,10,AUC,0.7773840000000001,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,10,TPR@1%FPR,0.07333333333333333,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,10,membership_advantage@1%FPR,0.06333333333333334,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,10,TPR@0.1%FPR,0.043333333333333335,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,10,membership_advantage@0.1%FPR,0.042333333333333334,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,11,AUC,0.716088,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,11,TPR@1%FPR,0.054,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,11,membership_advantage@1%FPR,0.044,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,11,TPR@0.1%FPR,0.027,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,11,membership_advantage@0.1%FPR,0.026,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,12,AUC,0.748792,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,12,TPR@1%FPR,0.074,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,12,membership_advantage@1%FPR,0.064,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,12,TPR@0.1%FPR,0.028,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,12,membership_advantage@0.1%FPR,0.027,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,13,AUC,0.768064,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,13,TPR@1%FPR,0.097,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,13,membership_advantage@1%FPR,0.08700000000000001,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,13,TPR@0.1%FPR,0.004,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,13,membership_advantage@0.1%FPR,0.003,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,14,AUC,0.775496,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,14,TPR@1%FPR,0.062,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,14,membership_advantage@1%FPR,0.052,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,14,TPR@0.1%FPR,0.053,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,14,membership_advantage@0.1%FPR,0.052,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,15,AUC,0.73784,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,15,TPR@1%FPR,0.071,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,15,membership_advantage@1%FPR,0.06099999999999999,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,15,TPR@0.1%FPR,0.02,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,15,membership_advantage@0.1%FPR,0.019,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,16,AUC,0.774064,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,16,TPR@1%FPR,0.01,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,16,membership_advantage@1%FPR,0.0,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,16,TPR@0.1%FPR,0.001,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,16,membership_advantage@0.1%FPR,0.0,0.25
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,17,AUC,0.70896,
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,17,TPR@1%FPR,0.022,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,17,membership_advantage@1%FPR,0.011999999999999999,2.5
credit_default,random_forest_neg_loss_label_corruption_0p020,neg_loss,250,17,TPR@0.1%FPR,0.002,0.25
