dataset,model,attack_score,target_fpr,threshold,empirical_fpr,tie_fraction,confidence,method,member_successes_effective,n_members,nonmember_false_positives_effective,n_nonmembers,metric,point,ci_lower,ci_upper,ci_width
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,0.01,-0.0100503358989954,0.01,0.16279069767441862,0.95,fixed_threshold_wilson,730.9767441860465,15000,150.0,15000,TPR@1%FPR,0.048731782945736435,0.04540026386494236,0.05229437995116199,0.006894116086219634
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,0.01,-0.0100503358989954,0.01,0.16279069767441862,0.95,fixed_threshold_wilson,730.9767441860465,15000,150.0,15000,membership_advantage@1%FPR,0.03873178294573643,0.035400263864942355,0.04229437995116199,0.006894116086219634
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,0.001,0.0,0.001,0.3488372093023256,0.95,fixed_threshold_wilson,76.04651162790698,15000,15.0,15000,TPR@0.1%FPR,0.005069767441860465,0.004053026543115688,0.006339943984097852,0.0022869174409821634
credit_default,random_forest_neg_loss_label_corruption_0p000,neg_loss,0.001,0.0,0.001,0.3488372093023256,0.95,fixed_threshold_wilson,76.04651162790698,15000,15.0,15000,membership_advantage@0.1%FPR,0.004069767441860465,0.003053026543115688,0.005339943984097852,0.0022869174409821634
