dataset,model,attack_score,metric,value,threshold,empirical_fpr,tie_fraction,n_members,n_nonmembers
adult_income,logistic_regression,neg_entropy,TPR@1%FPR,0.009622865566520618,-0.0023907257709652185,0.01,0.2100000000000029,24421,24421
adult_income,logistic_regression,neg_entropy,membership_advantage@1%FPR,-0.00037713443347938205,-0.0023907257709652185,0.01,0.2100000000000029,24421,24421
adult_income,logistic_regression,neg_entropy,TPR@0.1%FPR,0.0014310347651611318,-2.7632130958354928e-11,0.001,0.8421,24421,24421
adult_income,logistic_regression,neg_entropy,membership_advantage@0.1%FPR,0.0004310347651611318,-2.7632130958354928e-11,0.001,0.8421,24421,24421
adult_income,logistic_regression,modified_entropy,AUC,0.5044698934794732,,,,24421,24421
adult_income,logistic_regression,modified_entropy,TPR@1%FPR,0.009786659022972032,-1.3900995554649853e-07,0.01,0.2100000000000029,24421,24421
adult_income,logistic_regression,modified_entropy,membership_advantage@1%FPR,-0.0002133409770279683,-1.3900995554649853e-07,0.01,0.2100000000000029,24421,24421
adult_income,logistic_regression,modified_entropy,TPR@0.1%FPR,0.000975206611570248,-1.999933577551698e-24,0.001,0.20182644628099172,24421,24421
adult_income,logistic_regression,modified_entropy,membership_advantage@0.1%FPR,-2.4793388429752072e-05,-1.999933577551698e-24,0.001,0.20182644628099172,24421,24421
adult_income,random_forest,neg_loss,AUC,0.6286392984362937,,,,24421,24421
adult_income,random_forest,neg_loss,TPR@1%FPR,0.014147345612134344,0.0,0.01,0.05291657638136511,24421,24421
adult_income,random_forest,neg_loss,membership_advantage@1%FPR,0.004147345612134343,0.0,0.01,0.05291657638136511,24421,24421
adult_income,random_forest,neg_loss,TPR@0.1%FPR,0.0014147345612134344,0.0,0.001,0.0052916576381365115,24421,24421
