dataset,model,attack_score,sample_size,metric,n_repeats,mean,std,p025,median,p975,interval_width,min,max,instability_note
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,500,AUC,200,0.62480916,0.019536558040626654,0.5849158999999999,0.625812,0.66165695,0.07674105000000009,0.555262,0.6672119999999999,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,500,TPR@0.1%FPR,200,0.0009939268639856875,0.000618525250756107,0.00022222222222222223,0.0008819444444444445,0.002170833333333334,0.001948611111111112,0.000125,0.005,severe_tail_resolution_warning: expected false positives < 1
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,500,TPR@1%FPR,200,0.009750615320953556,0.005456287063698767,0.0022222222222222222,0.008819444444444446,0.021693750000000008,0.019471527777777786,0.00125,0.04,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,500,membership_advantage@0.1%FPR,200,-6.073136014312515e-06,0.000618525250756107,-0.0007777777777777778,-0.00011805555555555555,0.001170833333333334,0.001948611111111112,-0.000875,0.004,severe_tail_resolution_warning: expected false positives < 1
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,500,membership_advantage@1%FPR,200,-0.00024938467904644376,0.0054562870636987665,-0.0077777777777777776,-0.0011805555555555554,0.011693750000000006,0.019471527777777782,-0.00875,0.03,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,1000,AUC,200,0.6250909674999999,0.011327465098289136,0.6049048125,0.62494775,0.6465293125,0.04162449999999995,0.59514,0.654243,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,1000,TPR@0.1%FPR,200,0.0009652578411344767,0.0003899813640634936,0.00042685714285714283,0.0008823529411764705,0.002,0.0015731428571428572,0.00025925925925925926,0.0025000000000000005,tail_resolution_warning: expected false positives < 5
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,1000,TPR@1%FPR,200,0.00962462180069554,0.0038408520650530815,0.004268571428571428,0.008823529411764706,0.019,0.014731428571428572,0.002592592592592593,0.025,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,1000,membership_advantage@0.1%FPR,200,-3.47421588655234e-05,0.0003899813640634936,-0.0005731428571428571,-0.00011764705882352951,0.001,0.0015731428571428572,-0.0007407407407407408,0.0015000000000000005,tail_resolution_warning: expected false positives < 5
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,1000,membership_advantage@1%FPR,200,-0.0003753781993044594,0.0038408520650530815,-0.005731428571428572,-0.0011764705882352944,0.009,0.014731428571428572,-0.007407407407407408,0.015000000000000001,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,2500,AUC,200,0.6250260336,0.007454322664752734,0.611717646,0.62521632,0.638673474,0.02695582799999996,0.60305392,0.64392128,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,2500,TPR@0.1%FPR,200,0.0008878774178851088,0.00019560789815584447,0.0005711428571428572,0.000864864864864865,0.001301666666666667,0.0007305238095238097,0.0005102040816326531,0.0014347826086956524,tail_resolution_warning: expected false positives < 5
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,2500,TPR@1%FPR,200,0.00887576232114358,0.0019480630583684807,0.005711428571428571,0.008648648648648649,0.01301666666666667,0.007305238095238098,0.005102040816326531,0.014333333333333333,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,2500,membership_advantage@0.1%FPR,200,-0.0001121225821148911,0.00019560789815584447,-0.0004288571428571428,-0.00013513513513513506,0.000301666666666667,0.0007305238095238098,-0.0004897959183673469,0.00043478260869565235,tail_resolution_warning: expected false positives < 5
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,2500,membership_advantage@1%FPR,200,-0.0011242376788564207,0.0019480630583684807,-0.004288571428571429,-0.0013513513513513514,0.0030166666666666697,0.007305238095238099,-0.004897959183673469,0.004333333333333333,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,5000,AUC,200,0.6255661712,0.004582259259598194,0.6168680719999999,0.6258186299999999,0.6337765435,0.016908471500000077,0.61392774,0.6365082,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,5000,TPR@0.1%FPR,200,0.0009020257342521619,0.0001259050720911131,0.0006830589053803339,0.0009041095890410958,0.0011449710144927538,0.0004619121091124199,0.0006404494382022472,0.001296875,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,5000,TPR@1%FPR,200,0.009020257342521619,0.001259050720911131,0.00683058905380334,0.009041095890410958,0.011449710144927537,0.004619121091124197,0.006404494382022473,0.01296875,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,5000,membership_advantage@0.1%FPR,200,-9.797426574783816e-05,0.0001259050720911131,-0.00031694109461966605,-9.589041095890423e-05,0.00014497101449275376,0.0004619121091124198,-0.0003595505617977528,0.00029687500000000005,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,5000,membership_advantage@1%FPR,200,-0.0009797426574783812,0.001259050720911131,-0.00316941094619666,-0.0009589041095890427,0.0014497101449275373,0.004619121091124197,-0.0035955056179775274,0.002968749999999999,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,10000,AUC,200,0.625406737975,0.002339575087087956,0.6214612733749999,0.6254135624999999,0.630759098125,0.009297824750000072,0.62049533,0.632814115,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,10000,TPR@0.1%FPR,200,0.0008926093284499404,6.748498188718317e-05,0.0007827366068045768,0.0008877875566399442,0.0010358518403478802,0.00025311523354330345,0.000725609756097561,0.0010680272108843539,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,10000,TPR@1%FPR,200,0.008926093284499403,0.0006748498188718316,0.00782736606804577,0.008877875566399442,0.010358518403478803,0.002531152335433034,0.00725609756097561,0.010680272108843538,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,10000,membership_advantage@0.1%FPR,200,-0.00010739067155005974,6.748498188718317e-05,-0.00021726339319542325,-0.0001122124433600558,3.5851840347880284e-05,0.00025311523354330356,-0.00027439024390243905,6.802721088435383e-05,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,10000,membership_advantage@1%FPR,200,-0.0010739067155005973,0.0006748498188718316,-0.0021726339319542314,-0.0011221244336005586,0.0003585184034788024,0.002531152335433034,-0.00274390243902439,0.0006802721088435375,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,15000,AUC,200,0.6253733244444444,0.0,0.6253733244444444,0.6253733244444444,0.6253733244444444,0.0,0.6253733244444444,0.6253733244444444,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,15000,TPR@0.1%FPR,200,0.000892241379310345,1.0869228848498587e-19,0.0008922413793103448,0.0008922413793103448,0.0008922413793103448,0.0,0.0008922413793103448,0.0008922413793103448,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,15000,TPR@1%FPR,200,0.008922413793103448,0.0,0.008922413793103448,0.008922413793103448,0.008922413793103448,0.0,0.008922413793103448,0.008922413793103448,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,15000,membership_advantage@0.1%FPR,200,-0.00010775862068965518,1.3586536060623234e-20,-0.00010775862068965517,-0.00010775862068965517,-0.00010775862068965517,0.0,-0.00010775862068965517,-0.00010775862068965517,
credit_default,random_forest_shadow_lira_like_neg_loss,shadow_lira_like_neg_loss,15000,membership_advantage@1%FPR,200,-0.0010775862068965521,0.0,-0.0010775862068965521,-0.0010775862068965521,-0.0010775862068965521,0.0,-0.0010775862068965521,-0.0010775862068965521,
