dataset,model,attack_score,score_role,metric,point_hardened,ci_lower_hardened,ci_upper_hardened,ci_width_hardened,confidence,n_bootstrap_hardened,random_state,n_members,n_nonmembers,point_stage1,ci_lower_stage1,ci_upper_stage1,ci_width_stage1,n_bootstrap_stage1,ci_width_ratio_hardened_over_stage1
diabetes_readmission,hist_gradient_boosting,neg_loss,best_auc_score;canonical_neg_loss,TPR@1%FPR,0.0096659002024251,0.0085883300906,0.0108489082797791,0.002260578189179,0.95,1000,20263704,50883,50883,0.0096659002024251,0.0088089342216457,0.0106322347345871,0.0018233005129414,50,1.2398275397466825
diabetes_readmission,hist_gradient_boosting,neg_loss,best_auc_score;canonical_neg_loss,TPR@0.1%FPR,0.0012075054536878,0.0008250184737535,0.0017101812000078,0.0008851627262543,0.95,1000,20263705,50883,50883,0.0012075054536878,0.0007232277971031,0.0016666783601595,0.0009434505630564,50,0.9382184514117295
diabetes_readmission,random_forest,modified_entropy,best_auc_score,AUC,0.7989681991205795,0.7962613008963665,0.8018236558901838,0.0055623549938172,0.95,1000,20263803,50883,50883,0.7989681991205796,0.7967962892962542,0.8009359791571097,0.0041396898608554,50,1.3436646659003166
diabetes_readmission,random_forest,modified_entropy,best_auc_score,TPR@1%FPR,0.1158444768472476,0.1081932955921193,0.1229119531577656,0.0147186575656463,0.95,1000,20263804,50883,50883,0.1158444768472476,0.1077273728565773,0.1245456273321718,0.0168182544755945,50,0.8751596419833586
diabetes_readmission,random_forest,modified_entropy,best_auc_score,TPR@0.1%FPR,0.0125781249999999,0.0099124439102564,0.0163279169533307,0.0064154730430743,0.95,1000,20263805,50883,50883,0.0125781249999999,0.0109749034749034,0.0156940701187959,0.0047191666438924,50,1.359450413004016
diabetes_readmission,random_forest,neg_loss,canonical_neg_loss,AUC,0.7989681991205795,0.796098013623172,0.8019308764167205,0.0058328627935484,0.95,1000,20263903,50883,50883,0.7989681991205796,0.7967962892962542,0.8009359791571097,0.0041396898608554,50,1.409009609319654
diabetes_readmission,random_forest,neg_loss,canonical_neg_loss,TPR@1%FPR,0.1158444768472476,0.1083420036265174,0.1234580976828017,0.0151160940562842,0.95,1000,20263904,50883,50883,0.1158444768472476,0.1077273728565773,0.1245456273321718,0.0168182544755945,50,0.8987908987950944
diabetes_readmission,random_forest,neg_loss,canonical_neg_loss,TPR@0.1%FPR,0.0125781249999999,0.0100243905297702,0.0164424596949006,0.0064180691651303,0.95,1000,20263905,50883,50883,0.0125781249999999,0.0109749034749034,0.0156940701187959,0.0047191666438924,50,1.3600005359922265
diabetes_readmission,extra_trees,neg_loss,best_auc_score;canonical_neg_loss,AUC,0.9982017569718766,0.9979462688913784,0.99847714364326,0.0005308747518817,0.95,1000,20264003,50883,50883,0.9982017569718766,0.9980270915629974,0.9984189218403005,0.0003918302773029,50,1.3548589341688704
diabetes_readmission,extra_trees,neg_loss,best_auc_score;canonical_neg_loss,TPR@1%FPR,1.0,1.0,1.0,0.0,0.95,1000,20264004,50883,50883,1.0,1.0,1.0,0.0,50,1.0
diabetes_readmission,extra_trees,neg_loss,best_auc_score;canonical_neg_loss,TPR@0.1%FPR,0.2780491803278688,0.2434593301435406,0.3220955847375634,0.0786362545940227,0.95,1000,20264005,50883,50883,0.2780491803278688,0.2512163407102419,0.3211385541930379,0.0699222134827959,50,1.1246247891361572
diabetes_readmission,small_mlp,modified_entropy,best_auc_score,AUC,0.5103011613019532,0.5066958243786988,0.5138993946489532,0.0072035702702544,0.95,1000,20264103,50883,50883,0.5103011613019532,0.5070953388439717,0.5135071013837768,0.006411762539805,50,1.1234929905051476
diabetes_readmission,small_mlp,modified_entropy,best_auc_score,TPR@1%FPR,0.0113004343297368,0.0099831967454749,0.0128923216005345,0.0029091248550596,0.95,1000,20264104,50883,50883,0.0113004343297368,0.0096132303519839,0.012869720731875,0.0032564903798911,50,0.8933313216656528
diabetes_readmission,small_mlp,modified_entropy,best_auc_score,TPR@0.1%FPR,0.0016704989878741,0.0011000727158382,0.0022404339366782,0.0011403612208399,0.95,1000,20264105,50883,50883,0.0016704989878741,0.0012209382308433,0.0021834404417978,0.0009625022109545,50,1.184788157223057
diabetes_readmission,small_mlp,neg_loss,canonical_neg_loss,AUC,0.5103011613019532,0.5069322230168327,0.5137656392110764,0.0068334161942437,0.95,1000,20264203,50883,50883,0.5103011613019532,0.507095345149301,0.5135070945232308,0.0064117493739298,50,1.065764707215226
diabetes_readmission,small_mlp,neg_loss,canonical_neg_loss,TPR@1%FPR,0.0113004343297368,0.0099635438162058,0.0129709333176109,0.0030073895014051,0.95,1000,20264204,50883,50883,0.0113004343297368,0.0096132303519839,0.012869720731875,0.0032564903798911,50,0.9235063367531487
diabetes_readmission,small_mlp,neg_loss,canonical_neg_loss,TPR@0.1%FPR,0.0016704989878741,0.0010809111098009,0.0022207810074091,0.0011398698976082,0.95,1000,20264205,50883,50883,0.0016704989878741,0.0012209382308433,0.0021763123243519,0.0009553740935086,50,1.1931136769912205
