dataset,model,attack_score,score_role,metric,point,ci_lower,ci_upper,ci_width,confidence,n_bootstrap,random_state,n_members,n_nonmembers
diabetes_readmission,random_forest,neg_loss,canonical_neg_loss,TPR@0.1%FPR,0.0125781249999999,0.0100243905297702,0.0164424596949006,0.0064180691651303,0.95,1000,20263905,50883,50883
diabetes_readmission,extra_trees,neg_loss,best_auc_score;canonical_neg_loss,AUC,0.9982017569718766,0.9979462688913784,0.99847714364326,0.0005308747518817,0.95,1000,20264003,50883,50883
diabetes_readmission,extra_trees,neg_loss,best_auc_score;canonical_neg_loss,TPR@1%FPR,1.0,1.0,1.0,0.0,0.95,1000,20264004,50883,50883
diabetes_readmission,extra_trees,neg_loss,best_auc_score;canonical_neg_loss,TPR@0.1%FPR,0.2780491803278688,0.2434593301435406,0.3220955847375634,0.0786362545940227,0.95,1000,20264005,50883,50883
diabetes_readmission,small_mlp,modified_entropy,best_auc_score,AUC,0.5103011613019532,0.5066958243786988,0.5138993946489532,0.0072035702702544,0.95,1000,20264103,50883,50883
diabetes_readmission,small_mlp,modified_entropy,best_auc_score,TPR@1%FPR,0.0113004343297368,0.0099831967454749,0.0128923216005345,0.0029091248550596,0.95,1000,20264104,50883,50883
diabetes_readmission,small_mlp,modified_entropy,best_auc_score,TPR@0.1%FPR,0.0016704989878741,0.0011000727158382,0.0022404339366782,0.0011403612208399,0.95,1000,20264105,50883,50883
diabetes_readmission,small_mlp,neg_loss,canonical_neg_loss,AUC,0.5103011613019532,0.5069322230168327,0.5137656392110764,0.0068334161942437,0.95,1000,20264203,50883,50883
diabetes_readmission,small_mlp,neg_loss,canonical_neg_loss,TPR@1%FPR,0.0113004343297368,0.0099635438162058,0.0129709333176109,0.0030073895014051,0.95,1000,20264204,50883,50883
diabetes_readmission,small_mlp,neg_loss,canonical_neg_loss,TPR@0.1%FPR,0.0016704989878741,0.0010809111098009,0.0022207810074091,0.0011398698976082,0.95,1000,20264205,50883,50883
