group,score,n,mean,std,min,p25,median,p75,max
member,neg_loss,15000,-0.4267455041408539,0.5885624885559082,-5.214223384857178,-0.4319489002227783,-0.16864486038684845,-0.1079663410782814,-0.0004597766965162009
member,confidence,15000,0.8203724026679993,0.11625900119543076,0.5000932812690735,0.7645182609558105,0.8558248281478882,0.9009202718734741,0.9995403289794922
member,neg_entropy,15000,-0.4270636737346649,0.1529344767332077,-0.6931471824645996,-0.5458157062530518,-0.41247087717056274,-0.3230562210083008,-0.003991944715380669
member,modified_entropy,15000,-0.5082587599754333,1.0648893117904663,-10.371724128723145,-0.30301856994628906,-0.052344370633363724,-0.022099021822214127,-4.226656074024504e-07
nonmember,neg_loss,15000,-0.4390631318092346,0.6078562140464783,-5.57199764251709,-0.4415937662124634,-0.16957604885101318,-0.1088026687502861,0.0
nonmember,confidence,15000,0.8213548064231873,0.11502540111541748,0.5001978278160095,0.7680778503417969,0.8566702604293823,0.9004949927330017,1.0
nonmember,neg_entropy,15000,-0.4263126254081726,0.15217293798923492,-0.6931471228599548,-0.5415884852409363,-0.41096216440200806,-0.3239939510822296,-2.7631020735330303e-11
nonmember,modified_entropy,15000,-0.5323300957679749,1.105831503868103,-11.101611137390137,-0.3152884244918823,-0.05290007218718529,-0.022433502599596977,-1.999933577551698e-24
